H,NEL,NI,TA
2150.00,2.37397e+010,2.37397e+010,7985.15
2200.00,2.22086e+010,2.22086e+010,8090.91
2250.00,2.07763e+010,2.07763e+010,8198.08
2300.00,1.94364e+010,1.94364e+010,8306.66
2350.00,1.81829e+010,1.81829e+010,8416.68
2400.00,1.70102e+010,1.70102e+010,8528.16
2450.00,1.59132e+010,1.59132e+010,8641.11
2500.00,1.48869e+010,1.48869e+010,8755.56
2550.00,1.39268e+010,1.39268e+010,8871.53
2600.00,1.30286e+010,1.30286e+010,8989.03
2650.00,1.21883e+010,1.21883e+010,9108.09
2700.00,1.14023e+010,1.14023e+010,9228.72
2750.00,1.06669e+010,1.06669e+010,9350.96
2800.00,9.97897e+009,9.97897e+009,9474.81
2850.00,9.33540e+009,9.33540e+009,9600.30
2900.00,8.73333e+009,8.73333e+009,9727.46
2950.00,8.17009e+009,8.17009e+009,9856.29
3000.00,7.64318e+009,7.64318e+009,9986.84
3050.00,7.15025e+009,7.15025e+009,10119.1
3100.00,6.68911e+009,6.68911e+009,10253.1
3150.00,6.25771e+009,6.25771e+009,10388.9
3200.00,5.85413e+009,5.85413e+009,10526.5
3250.00,5.47658e+009,5.47658e+009,10666.0
3300.00,5.12338e+009,5.12338e+009,10807.2
3350.00,4.79295e+009,4.79295e+009,10950.4
3400.00,4.48384e+009,4.48384e+009,11095.4
3450.00,4.19467e+009,4.19467e+009,11242.4
3500.00,3.91713e+009,3.91713e+009,12920.6
3550.00,3.30508e+009,3.30508e+009,89535.7
3600.00,2.65834e+009,2.65834e+009,167234.
3650.00,1.72973e+009,1.72973e+009,253037.
3700.00,1.52806e+009,1.52806e+009,299238.
3750.00,1.32639e+009,1.32639e+009,345438.
3800.00,1.12471e+009,1.12471e+009,391639.
3850.00,1.07620e+009,1.07620e+009,408943.
3900.00,1.05262e+009,1.05262e+009,421543.
3950.00,1.02904e+009,1.02904e+009,434144.
4000.00,1.00545e+009,1.00545e+009,446744.
4050.00,9.81872e+008,9.81872e+008,459344.
4100.00,9.58291e+008,9.58291e+008,471944.
4150.00,9.34709e+008,9.34709e+008,484544.
4200.00,9.11128e+008,9.11128e+008,497144.
4250.00,8.87546e+008,8.87546e+008,509744.
4300.00,8.63965e+008,8.63965e+008,522344.
4350.00,8.40384e+008,8.40384e+008,534945.
4400.00,8.16802e+008,8.16802e+008,547545.
4450.00,7.93221e+008,7.93221e+008,560145.
4500.00,7.69639e+008,7.69639e+008,572745.
4550.00,7.46058e+008,7.46058e+008,585345.
4600.00,7.22476e+008,7.22476e+008,597945.
4650.00,6.98895e+008,6.98895e+008,610545.
4700.00,6.75314e+008,6.75314e+008,623146.
4750.00,6.58880e+008,6.58880e+008,632814.
4800.00,6.54111e+008,6.54111e+008,637700.
4850.00,6.49341e+008,6.49341e+008,642585.
4900.00,6.44571e+008,6.44571e+008,647471.
4950.00,6.39801e+008,6.39801e+008,652356.
5000.00,6.35031e+008,6.35031e+008,657242.
5050.00,6.30261e+008,6.30261e+008,662127.
5100.00,6.25491e+008,6.25491e+008,667013.
5150.00,6.20721e+008,6.20721e+008,671898.
5200.00,6.15951e+008,6.15951e+008,676784.
5250.00,6.11181e+008,6.11181e+008,681669.
5300.00,6.06411e+008,6.06411e+008,686555.
5350.00,6.01641e+008,6.01641e+008,691440.
5400.00,5.96872e+008,5.96872e+008,696326.
5450.00,5.92102e+008,5.92102e+008,701211.
5500.00,5.87332e+008,5.87332e+008,706097.
5550.00,5.82562e+008,5.82562e+008,710982.
5600.00,5.77792e+008,5.77792e+008,715867.
5650.00,5.73022e+008,5.73022e+008,720753.
5700.00,5.68252e+008,5.68252e+008,725638.
5750.00,5.63482e+008,5.63482e+008,730524.
5800.00,5.58712e+008,5.58712e+008,735409.
5850.00,5.53942e+008,5.53942e+008,740295.
5900.00,5.49172e+008,5.49172e+008,745180.
5950.00,5.44402e+008,5.44402e+008,750066.
6000.00,5.39633e+008,5.39633e+008,754951.
6050.00,5.34863e+008,5.34863e+008,759837.
6100.00,5.30093e+008,5.30093e+008,764722.
6150.00,5.25323e+008,5.25323e+008,769608.
6200.00,5.20553e+008,5.20553e+008,774493.
6250.00,5.15783e+008,5.15783e+008,779379.
6300.00,5.11013e+008,5.11013e+008,784264.
6350.00,5.06243e+008,5.06243e+008,789150.
6400.00,5.01473e+008,5.01473e+008,794035.
6450.00,4.99681e+008,4.99681e+008,796717.
6500.00,4.98079e+008,4.98079e+008,799258.
6550.00,4.96478e+008,4.96478e+008,801799.
6600.00,4.94876e+008,4.94876e+008,804340.
6650.00,4.93274e+008,4.93274e+008,806881.
6700.00,4.91672e+008,4.91672e+008,809422.
6750.00,4.90070e+008,4.90070e+008,811963.
6800.00,4.88468e+008,4.88468e+008,814504.
6850.00,4.86867e+008,4.86867e+008,817045.
6900.00,4.85265e+008,4.85265e+008,819586.
6950.00,4.83663e+008,4.83663e+008,822127.
7000.00,4.82061e+008,4.82061e+008,824668.
7050.00,4.80459e+008,4.80459e+008,827209.
7100.00,4.78858e+008,4.78858e+008,829751.
7150.00,4.77256e+008,4.77256e+008,832292.
7200.00,4.75654e+008,4.75654e+008,834833.
7250.00,4.74052e+008,4.74052e+008,837374.
7300.00,4.72450e+008,4.72450e+008,839915.
7350.00,4.70848e+008,4.70848e+008,842456.
7400.00,4.69247e+008,4.69247e+008,844997.
7450.00,4.67645e+008,4.67645e+008,847538.
7500.00,4.66043e+008,4.66043e+008,850079.
7550.00,4.64441e+008,4.64441e+008,852620.
7600.00,4.62839e+008,4.62839e+008,855161.
7650.00,4.61237e+008,4.61237e+008,857702.
7700.00,4.59636e+008,4.59636e+008,860243.
7750.00,4.58034e+008,4.58034e+008,862784.
7800.00,4.56432e+008,4.56432e+008,865325.
7850.00,4.54830e+008,4.54830e+008,867866.
7900.00,4.53228e+008,4.53228e+008,870407.
7950.00,4.51626e+008,4.51626e+008,872948.
8000.00,4.50025e+008,4.50025e+008,875489.
8050.00,4.48423e+008,4.48423e+008,878030.
8100.00,4.46821e+008,4.46821e+008,880571.
8150.00,4.45219e+008,4.45219e+008,883112.
8200.00,4.43617e+008,4.43617e+008,885653.
8250.00,4.42015e+008,4.42015e+008,888194.
8300.00,4.40414e+008,4.40414e+008,890735.
8350.00,4.38812e+008,4.38812e+008,893276.
8400.00,4.37210e+008,4.37210e+008,895818.
8450.00,4.35608e+008,4.35608e+008,898359.
8500.00,4.34006e+008,4.34006e+008,900900.
8550.00,4.32404e+008,4.32404e+008,903441.
8600.00,4.30803e+008,4.30803e+008,905982.
8650.00,4.29201e+008,4.29201e+008,908523.
8700.00,4.27599e+008,4.27599e+008,911064.
8750.00,4.25997e+008,4.25997e+008,913605.
8800.00,4.24395e+008,4.24395e+008,916146.
8850.00,4.22794e+008,4.22794e+008,918687.
8900.00,4.21192e+008,4.21192e+008,921228.
8950.00,4.19590e+008,4.19590e+008,923769.
9000.00,4.17988e+008,4.17988e+008,926310.
9050.00,4.16386e+008,4.16386e+008,928851.
9100.00,4.14784e+008,4.14784e+008,931392.
9150.00,4.13183e+008,4.13183e+008,933933.
9200.00,4.11581e+008,4.11581e+008,936474.
9250.00,4.09979e+008,4.09979e+008,939015.
9300.00,4.08377e+008,4.08377e+008,941556.
9350.00,4.06775e+008,4.06775e+008,944097.
9400.00,4.05173e+008,4.05173e+008,946638.
9450.00,4.03572e+008,4.03572e+008,949179.
9500.00,4.01970e+008,4.01970e+008,951720.
9550.00,4.00368e+008,4.00368e+008,954261.
9600.00,3.98766e+008,3.98766e+008,956802.
9650.00,3.97164e+008,3.97164e+008,959343.
9700.00,3.95562e+008,3.95562e+008,961884.
9750.00,3.93961e+008,3.93961e+008,964426.
9800.00,3.92359e+008,3.92359e+008,966967.
9850.00,3.90757e+008,3.90757e+008,969508.
9900.00,3.89155e+008,3.89155e+008,972049.
9950.00,3.87553e+008,3.87553e+008,974590.
10000.0,3.85951e+008,3.85951e+008,977131.
10050.0,3.84350e+008,3.84350e+008,979672.
10100.0,3.82748e+008,3.82748e+008,982213.
10150.0,3.81146e+008,3.81146e+008,984754.
10200.0,3.79544e+008,3.79544e+008,987295.
10250.0,3.77942e+008,3.77942e+008,989836.
10300.0,3.76340e+008,3.76340e+008,992377.
10350.0,3.74739e+008,3.74739e+008,994918.
10400.0,3.73137e+008,3.73137e+008,997459.
10450.0,3.71535e+008,3.71535e+008,1.00000e+006
10500.0,3.71071e+008,3.71071e+008,1.00081e+006
10550.0,3.70607e+008,3.70607e+008,1.00163e+006
10600.0,3.70143e+008,3.70143e+008,1.00244e+006
10650.0,3.69679e+008,3.69679e+008,1.00325e+006
10700.0,3.69215e+008,3.69215e+008,1.00407e+006
10750.0,3.68751e+008,3.68751e+008,1.00488e+006
10800.0,3.68287e+008,3.68287e+008,1.00570e+006
10850.0,3.67823e+008,3.67823e+008,1.00651e+006
10900.0,3.67358e+008,3.67358e+008,1.00732e+006
10950.0,3.66894e+008,3.66894e+008,1.00814e+006
11000.0,3.66430e+008,3.66430e+008,1.00895e+006
11050.0,3.65966e+008,3.65966e+008,1.00976e+006
11100.0,3.65502e+008,3.65502e+008,1.01058e+006
11150.0,3.65038e+008,3.65038e+008,1.01139e+006
11200.0,3.64574e+008,3.64574e+008,1.01221e+006
11250.0,3.64110e+008,3.64110e+008,1.01302e+006
11300.0,3.63646e+008,3.63646e+008,1.01383e+006
11350.0,3.63182e+008,3.63182e+008,1.01465e+006
11400.0,3.62718e+008,3.62718e+008,1.01546e+006
11450.0,3.62254e+008,3.62254e+008,1.01627e+006
11500.0,3.61790e+008,3.61790e+008,1.01709e+006
11550.0,3.61326e+008,3.61326e+008,1.01790e+006
11600.0,3.60862e+008,3.60862e+008,1.01872e+006
11650.0,3.60398e+008,3.60398e+008,1.01953e+006
11700.0,3.59934e+008,3.59934e+008,1.02034e+006
11750.0,3.59470e+008,3.59470e+008,1.02116e+006
11800.0,3.59005e+008,3.59005e+008,1.02197e+006
11850.0,3.58541e+008,3.58541e+008,1.02278e+006
11900.0,3.58077e+008,3.58077e+008,1.02360e+006
11950.0,3.57613e+008,3.57613e+008,1.02441e+006
12000.0,3.57149e+008,3.57149e+008,1.02523e+006
12050.0,3.56685e+008,3.56685e+008,1.02604e+006
12100.0,3.56221e+008,3.56221e+008,1.02685e+006
12150.0,3.55757e+008,3.55757e+008,1.02767e+006
12200.0,3.55293e+008,3.55293e+008,1.02848e+006
12250.0,3.54829e+008,3.54829e+008,1.02929e+006
12300.0,3.54365e+008,3.54365e+008,1.03011e+006
12350.0,3.53901e+008,3.53901e+008,1.03092e+006
12400.0,3.53437e+008,3.53437e+008,1.03174e+006
12450.0,3.52973e+008,3.52973e+008,1.03255e+006
12500.0,3.52509e+008,3.52509e+008,1.03336e+006
12550.0,3.52045e+008,3.52045e+008,1.03418e+006
12600.0,3.51581e+008,3.51581e+008,1.03499e+006
12650.0,3.51117e+008,3.51117e+008,1.03580e+006
12700.0,3.50652e+008,3.50652e+008,1.03662e+006
12750.0,3.50188e+008,3.50188e+008,1.03743e+006
12800.0,3.49724e+008,3.49724e+008,1.03824e+006
12850.0,3.49260e+008,3.49260e+008,1.03906e+006
12900.0,3.48796e+008,3.48796e+008,1.03987e+006
12950.0,3.48332e+008,3.48332e+008,1.04069e+006
13000.0,3.47868e+008,3.47868e+008,1.04150e+006
13050.0,3.47404e+008,3.47404e+008,1.04231e+006
13100.0,3.46940e+008,3.46940e+008,1.04313e+006
13150.0,3.46476e+008,3.46476e+008,1.04394e+006
13200.0,3.46012e+008,3.46012e+008,1.04475e+006
13250.0,3.45548e+008,3.45548e+008,1.04557e+006
13300.0,3.45084e+008,3.45084e+008,1.04638e+006
13350.0,3.44620e+008,3.44620e+008,1.04720e+006
13400.0,3.44156e+008,3.44156e+008,1.04801e+006
13450.0,3.43692e+008,3.43692e+008,1.04882e+006
13500.0,3.43228e+008,3.43228e+008,1.04964e+006
13550.0,3.42763e+008,3.42763e+008,1.05045e+006
13600.0,3.42299e+008,3.42299e+008,1.05126e+006
13650.0,3.41835e+008,3.41835e+008,1.05208e+006
13700.0,3.41371e+008,3.41371e+008,1.05289e+006
13750.0,3.40907e+008,3.40907e+008,1.05371e+006
13800.0,3.40443e+008,3.40443e+008,1.05452e+006
13850.0,3.39979e+008,3.39979e+008,1.05533e+006
13900.0,3.39515e+008,3.39515e+008,1.05615e+006
13950.0,3.39051e+008,3.39051e+008,1.05696e+006
14000.0,3.38587e+008,3.38587e+008,1.05777e+006
14050.0,3.38123e+008,3.38123e+008,1.05859e+006
14100.0,3.37659e+008,3.37659e+008,1.05940e+006
14150.0,3.37195e+008,3.37195e+008,1.06022e+006
14200.0,3.36731e+008,3.36731e+008,1.06103e+006
14250.0,3.36267e+008,3.36267e+008,1.06184e+006
14300.0,3.35803e+008,3.35803e+008,1.06266e+006
14350.0,3.35339e+008,3.35339e+008,1.06347e+006
14400.0,3.34875e+008,3.34875e+008,1.06428e+006
14450.0,3.34410e+008,3.34410e+008,1.06510e+006
14500.0,3.33946e+008,3.33946e+008,1.06591e+006
14550.0,3.33482e+008,3.33482e+008,1.06672e+006
14600.0,3.33018e+008,3.33018e+008,1.06754e+006
14650.0,3.32554e+008,3.32554e+008,1.06835e+006
14700.0,3.32090e+008,3.32090e+008,1.06917e+006
14750.0,3.31626e+008,3.31626e+008,1.06998e+006
14800.0,3.31162e+008,3.31162e+008,1.07079e+006
14850.0,3.30698e+008,3.30698e+008,1.07161e+006
14900.0,3.30234e+008,3.30234e+008,1.07242e+006
14950.0,3.29770e+008,3.29770e+008,1.07323e+006
15000.0,3.29306e+008,3.29306e+008,1.07405e+006
15050.0,3.28842e+008,3.28842e+008,1.07486e+006
15100.0,3.28378e+008,3.28378e+008,1.07568e+006
15150.0,3.27914e+008,3.27914e+008,1.07649e+006
15200.0,3.27450e+008,3.27450e+008,1.07730e+006
15250.0,3.26986e+008,3.26986e+008,1.07812e+006
15300.0,3.26522e+008,3.26522e+008,1.07893e+006
15350.0,3.26057e+008,3.26057e+008,1.07974e+006
15400.0,3.25593e+008,3.25593e+008,1.08056e+006
15450.0,3.25129e+008,3.25129e+008,1.08137e+006
15500.0,3.24665e+008,3.24665e+008,1.08219e+006
15550.0,3.24201e+008,3.24201e+008,1.08300e+006
15600.0,3.23737e+008,3.23737e+008,1.08381e+006
15650.0,3.23273e+008,3.23273e+008,1.08463e+006
15700.0,3.22809e+008,3.22809e+008,1.08544e+006
15750.0,3.22345e+008,3.22345e+008,1.08625e+006
15800.0,3.21881e+008,3.21881e+008,1.08707e+006
15850.0,3.21417e+008,3.21417e+008,1.08788e+006
15900.0,3.20953e+008,3.20953e+008,1.08870e+006
15950.0,3.20489e+008,3.20489e+008,1.08951e+006
16000.0,3.20025e+008,3.20025e+008,1.09032e+006
16050.0,3.19561e+008,3.19561e+008,1.09114e+006
16100.0,3.19097e+008,3.19097e+008,1.09195e+006
16150.0,3.18633e+008,3.18633e+008,1.09276e+006
16200.0,3.18169e+008,3.18169e+008,1.09358e+006
16250.0,3.17704e+008,3.17704e+008,1.09439e+006
16300.0,3.17240e+008,3.17240e+008,1.09521e+006
16350.0,3.16776e+008,3.16776e+008,1.09602e+006
16400.0,3.16312e+008,3.16312e+008,1.09683e+006
16450.0,3.15848e+008,3.15848e+008,1.09765e+006
16500.0,3.15384e+008,3.15384e+008,1.09846e+006
16550.0,3.14920e+008,3.14920e+008,1.09927e+006
16600.0,3.14456e+008,3.14456e+008,1.10009e+006
16650.0,3.13992e+008,3.13992e+008,1.10090e+006
16700.0,3.13528e+008,3.13528e+008,1.10171e+006
16750.0,3.13064e+008,3.13064e+008,1.10253e+006
16800.0,3.12600e+008,3.12600e+008,1.10334e+006
16850.0,3.12136e+008,3.12136e+008,1.10416e+006
16900.0,3.11672e+008,3.11672e+008,1.10497e+006
16950.0,3.11208e+008,3.11208e+008,1.10578e+006
17000.0,3.10744e+008,3.10744e+008,1.10660e+006
17050.0,3.10280e+008,3.10280e+008,1.10741e+006
17100.0,3.09816e+008,3.09816e+008,1.10822e+006
17150.0,3.09351e+008,3.09351e+008,1.10904e+006
17200.0,3.08887e+008,3.08887e+008,1.10985e+006
17250.0,3.08423e+008,3.08423e+008,1.11067e+006
17300.0,3.07959e+008,3.07959e+008,1.11148e+006
17350.0,3.07495e+008,3.07495e+008,1.11229e+006
17400.0,3.07031e+008,3.07031e+008,1.11311e+006
17450.0,3.06567e+008,3.06567e+008,1.11392e+006
17500.0,3.06103e+008,3.06103e+008,1.11473e+006
17550.0,3.05639e+008,3.05639e+008,1.11555e+006
17600.0,3.05175e+008,3.05175e+008,1.11636e+006
17650.0,3.04711e+008,3.04711e+008,1.11718e+006
17700.0,3.04247e+008,3.04247e+008,1.11799e+006
17750.0,3.03783e+008,3.03783e+008,1.11880e+006
17800.0,3.03319e+008,3.03319e+008,1.11962e+006
17850.0,3.02855e+008,3.02855e+008,1.12043e+006
17900.0,3.02391e+008,3.02391e+008,1.12124e+006
17950.0,3.01927e+008,3.01927e+008,1.12206e+006
18000.0,3.01462e+008,3.01462e+008,1.12287e+006
18050.0,3.00998e+008,3.00998e+008,1.12369e+006
18100.0,3.00534e+008,3.00534e+008,1.12450e+006
18150.0,3.00070e+008,3.00070e+008,1.12531e+006
18200.0,2.99606e+008,2.99606e+008,1.12613e+006
18250.0,2.99142e+008,2.99142e+008,1.12694e+006
18300.0,2.98678e+008,2.98678e+008,1.12775e+006
18350.0,2.98214e+008,2.98214e+008,1.12857e+006
18400.0,2.97750e+008,2.97750e+008,1.12938e+006
18450.0,2.97286e+008,2.97286e+008,1.13019e+006
18500.0,2.96822e+008,2.96822e+008,1.13101e+006
18550.0,2.96358e+008,2.96358e+008,1.13182e+006
18600.0,2.95894e+008,2.95894e+008,1.13264e+006
18650.0,2.95430e+008,2.95430e+008,1.13345e+006
18700.0,2.94966e+008,2.94966e+008,1.13426e+006
18750.0,2.94502e+008,2.94502e+008,1.13508e+006
18800.0,2.94038e+008,2.94038e+008,1.13589e+006
